,number_week,ISO3,artist_individual,artist_genre,true_streams
0,20210204,ARE,Olivia Rodrigo,pop,86430.0
1,20210204,ARE,CJ,nyc rap,44608.0
2,20210204,ARE,The Weeknd,canadian contemporary r&b,41018.0
3,20210204,ARE,Ariana Grande,dance pop,36725.0
4,20210204,ARE,SZA,r&b,36546.0
5,20210204,ARE,The Weeknd,pop,34658.0
6,20210204,ARE,BTS,k-pop boy group,32591.0
7,20210204,ARE,24kGoldn,cali rap,17571.5
8,20210204,ARE,iann dior,pop rap,17571.5
9,20210204,ARE,DaBaby,trap,17167.0
10,20210204,ARE,Dua Lipa,dance pop,17167.0
11,20210204,ARG,KAROL G,latin,2136696.0
12,20210204,ARG,Boza,latin,1940335.0
13,20210204,ARG,Camilo,latin pop,1632714.0
14,20210204,ARG,Juhn,trap latino,1331296.5
15,20210204,ARG,Myke Towers,reggaeton,1331296.5
16,20210204,ARG,L-Gante,cumbia 420,1126520.5
17,20210204,ARG,Papu DJ,cumbia 420,1126520.5
18,20210204,ARG,Bad Bunny,trap latino,1091352.5
19,20210204,ARG,Jhay Cortez,trap latino,1091352.5
20,20210204,ARG,Alico,0,904210.5
21,20210204,ARG,Migrantes,cumbia pop,904210.5
22,20210204,AUS,Olivia Rodrigo,pop,2698362.0
23,20210204,AUS,The Kid LAROI,australian hip hop,2578739.0
24,20210204,AUS,Glass Animals,shiver pop,2262616.0
25,20210204,AUS,SZA,r&b,1103275.0
26,20210204,AUS,Doja Cat,pop,962631.0
27,20210204,AUS,Justin Bieber,canadian pop,955995.0
28,20210204,AUS,24kGoldn,cali rap,534785.0
29,20210204,AUS,iann dior,pop rap,534785.0
30,20210204,AUS,DaBaby,rap,481416.5
31,20210204,AUS,Dua Lipa,uk pop,481416.5
32,20210204,AUS,Joel Corry,pop,469526.5
33,20210204,AUT,Olivia Rodrigo,pop,279070.0
34,20210204,AUT,Ufo361,german hip hop,187119.0
35,20210204,AUT,The Kid LAROI,australian hip hop,164858.0
36,20210204,AUT,Tiësto,big room,126093.0
37,20210204,AUT,CJ,nyc rap,121987.0
38,20210204,AUT,Ed Sheeran,pop,116840.0
39,20210204,AUT,KASIMIR1441,tekk,108416.33333333333
40,20210204,AUT,WILDBWOYS,0,108416.33333333333
41,20210204,AUT,badmómzjay,german drill,108416.33333333333
42,20210204,AUT,24kGoldn,pop rap,76053.5
43,20210204,AUT,iann dior,pop rap,76053.5
44,20210204,BEL,Olivia Rodrigo,pop,572616.0
45,20210204,BEL,The Kid LAROI,australian hip hop,329325.0
46,20210204,BEL,Tiësto,pop,322201.0
47,20210204,BEL,Tate McRae,pop,223170.0
48,20210204,BEL,CJ,nyc rap,215728.0
49,20210204,BEL,Lil Nas X,lgbtq+ hip hop,214707.0
50,20210204,BEL,24kGoldn,cali rap,134912.5
51,20210204,BEL,iann dior,melodic rap,134912.5
52,20210204,BEL,Angèle,variete francaise,128276.5
53,20210204,BEL,Dua Lipa,pop,128276.5
54,20210204,BEL,Joel Corry,pop,108840.0
55,20210204,BGR,Olivia Rodrigo,pop,27948.0
56,20210204,BGR,Doja Cat,dance pop,27474.0
57,20210204,BGR,CJ,nyc rap,23642.0
58,20210204,BGR,Medi,bulgarian pop,22716.0
59,20210204,BGR,Lil Nas X,lgbtq+ hip hop,19308.0
60,20210204,BGR,Masked Wolf,australian hip hop,18996.0
61,20210204,BGR,Galena,bulgarian pop,17977.0
62,20210204,BGR,24kGoldn,pop rap,9338.5
63,20210204,BGR,iann dior,melodic rap,9338.5
64,20210204,BGR,Bobkata,bulgarian hip hop,7315.333333333333
65,20210204,BGR,Fyre,0,7315.333333333333
66,20210204,BOL,KAROL G,reggaeton,159641.0
67,20210204,BOL,Bad Bunny,reggaeton,150806.0
68,20210204,BOL,Boza,latin pop,138189.0
69,20210204,BOL,Myke Towers,trap latino,111325.0
70,20210204,BOL,Maluma,latin,107516.0
71,20210204,BOL,Camilo,latin pop,102456.0
72,20210204,BOL,Rauw Alejandro,puerto rican pop,89557.0
73,20210204,BOL,Jhay Cortez,reggaeton,85605.5
74,20210204,BOL,Juhn,reggaeton flow,79738.0
75,20210204,BOL,ROSALÍA,r&b en espanol,65200.5
76,20210204,BOL,Anuel AA,reggaeton,57970.0
77,20210204,BRA,Tarcísio do Acordeon,arrocha,8229235.0
78,20210204,BRA,Zé Neto & Cristiano,sertanejo pop,4430681.0
79,20210204,BRA,Jorge & Mateus,sertanejo universitario,4303981.0
80,20210204,BRA,Os Barões Da Pisadinha,piseiro,4055511.0
81,20210204,BRA,DJ Ivis,piseiro,2978879.0
82,20210204,BRA,Os Barões Da Pisadinha,forro,2916476.5
83,20210204,BRA,Wesley Safadão,forro,2916476.5
84,20210204,BRA,Bruno & Marrone,sertanejo universitario,2524213.0
85,20210204,BRA,Diego & Victor Hugo,sertanejo pop,2524213.0
86,20210204,BRA,Matuê,rap cearense,1981958.5
87,20210204,BRA,Teto,trap baiano,1981958.5
88,20210204,CAN,Olivia Rodrigo,pop,2054319.0
89,20210204,CAN,The Weeknd,canadian contemporary r&b,1528690.0
90,20210204,CAN,SZA,r&b,916516.0
91,20210204,CAN,CJ,nyc rap,806493.0
92,20210204,CAN,The Kid LAROI,australian hip hop,793323.0
93,20210204,CAN,Doja Cat,pop,728291.0
94,20210204,CAN,Justin Bieber,pop,673161.0
95,20210204,CAN,24kGoldn,cali rap,412394.5
96,20210204,CAN,iann dior,melodic rap,412394.5
97,20210204,CAN,DaBaby,north carolina hip hop,378149.0
98,20210204,CAN,Dua Lipa,uk pop,378149.0
99,20210204,CHE,Olivia Rodrigo,pop,332276.0
100,20210204,CHE,CJ,nyc rap,188941.0
101,20210204,CHE,Tiësto,house,178621.0
102,20210204,CHE,Ufo361,german hip hop,176602.0
103,20210204,CHE,The Kid LAROI,australian hip hop,171474.0
104,20210204,CHE,The Weeknd,pop,162233.0
105,20210204,CHE,KIDDO,scandipop,94789.5
106,20210204,CHE,Robin Schulz,edm,94789.5
107,20210204,CHE,24kGoldn,cali rap,87537.5
108,20210204,CHE,iann dior,pop rap,87537.5
109,20210204,CHE,Master KG,south african house,86689.0
110,20210204,CHL,Myke Towers,latin,2300176.6666666665
111,20210204,CHL,Bad Bunny,reggaeton,1965233.0
112,20210204,CHL,Boza,trap latino,1785631.0
113,20210204,CHL,KAROL G,reggaeton colombiano,1764445.0
114,20210204,CHL,Bad Bunny,latin,1284957.0
115,20210204,CHL,Juhn,reggaeton,1229833.0
116,20210204,CHL,Rauw Alejandro,puerto rican pop,1134485.6666666667
117,20210204,CHL,Jhay Cortez,trap latino,1120589.0
118,20210204,CHL,ROSALÍA,r&b en espanol,844644.0
119,20210204,CHL,Anuel AA,latin,724318.0
120,20210204,CHL,Nicky Jam,reggaeton,660176.0
121,20210204,COL,KAROL G,reggaeton colombiano,628487.0
122,20210204,COL,Boza,latin pop,551218.0
123,20210204,COL,Maluma,latin,526130.0
124,20210204,COL,Camilo,latin pop,438478.0
125,20210204,COL,Rauw Alejandro,trap latino,429876.1666666666
126,20210204,COL,Bad Bunny,trap latino,410881.5
127,20210204,COL,Jhay Cortez,reggaeton,410881.5
128,20210204,COL,Juhn,trap latino,367992.0
129,20210204,COL,Myke Towers,latin,367992.0
130,20210204,COL,Bad Bunny,reggaeton,295713.0
131,20210204,COL,ROSALÍA,r&b en espanol,295713.0
132,20210204,CRI,Bad Bunny,reggaeton,213344.0
133,20210204,CRI,KAROL G,reggaeton colombiano,206166.0
134,20210204,CRI,Boza,latin,197946.0
135,20210204,CRI,Maluma,reggaeton,143936.0
136,20210204,CRI,Farruko,reggaeton,128658.0
137,20210204,CRI,Juhn,trap latino,125732.5
138,20210204,CRI,Myke Towers,trap latino,125732.5
139,20210204,CRI,Jhay Cortez,reggaeton,125262.0
140,20210204,CRI,Rauw Alejandro,puerto rican pop,117661.83333333334
141,20210204,CRI,ROSALÍA,r&b en espanol,88082.0
142,20210204,CRI,Anuel AA,latin,74579.5
143,20210204,CYP,Olivia Rodrigo,pop,16044.0
144,20210204,CYP,CJ,nyc rap,11277.0
145,20210204,CYP,Masked Wolf,australian hip hop,11039.0
146,20210204,CYP,Doja Cat,pop,9927.0
147,20210204,CYP,Tiësto,dance pop,7719.0
148,20210204,CYP,The Kid LAROI,australian hip hop,7376.0
149,20210204,CYP,The Weeknd,pop,6763.0
150,20210204,CYP,Hawk,greek hip hop,4864.5
151,20210204,CYP,Light,greek trap,4864.5
152,20210204,CYP,24kGoldn,cali rap,3493.0
153,20210204,CYP,iann dior,pop rap,3493.0
154,20210204,CZE,Olivia Rodrigo,pop,159405.0
155,20210204,CZE,Masked Wolf,australian hip hop,158753.0
156,20210204,CZE,Tiësto,pop,134060.0
157,20210204,CZE,Viktor Sheen,czsk hip hop,108299.0
158,20210204,CZE,The Weeknd,canadian pop,105043.0
159,20210204,CZE,24kGoldn,cali rap,60102.5
160,20210204,CZE,iann dior,pop rap,60102.5
161,20210204,CZE,Joel Corry,edm,48949.5
162,20210204,CZE,MNEK,uk pop,48949.5
163,20210204,CZE,Dermot Kennedy,irish pop,47889.5
164,20210204,CZE,MEDUZA,pop house,47889.5
165,20210204,DEU,Ufo361,german cloud rap,2933809.0
166,20210204,DEU,Olivia Rodrigo,pop,2846416.0
167,20210204,DEU,Tiësto,dance pop,2168397.0
168,20210204,DEU,Apache 207,german hip hop,1994411.0
169,20210204,DEU,The Kid LAROI,australian hip hop,1781807.0
170,20210204,DEU,KASIMIR1441,tekk,1633774.3333333333
171,20210204,DEU,WILDBWOYS,0,1633774.3333333333
172,20210204,DEU,badmómzjay,frauenrap,1633774.3333333333
173,20210204,DEU,Samra,german hip hop,901157.5
174,20210204,DEU,TOPIC42,0,901157.5
175,20210204,DEU,Capital Bra,german hip hop,796014.0
176,20210204,DNK,Branco,danish pop,534238.0
177,20210204,DNK,Olivia Rodrigo,pop,498812.0
178,20210204,DNK,The Kid LAROI,australian hip hop,383210.0
179,20210204,DNK,Tiësto,dutch edm,312558.0
180,20210204,DNK,The Weeknd,canadian pop,287514.0
181,20210204,DNK,Justin Bieber,pop,267254.0
182,20210204,DNK,CJ,nyc rap,245016.0
183,20210204,DNK,Lord Siva,danish hip hop,241834.0
184,20210204,DNK,RH,danish pop,228721.0
185,20210204,DNK,Larry,danish hip hop,131242.5
186,20210204,DNK,NODE,danish hip hop,131242.5
187,20210204,DOM,Myke Towers,trap latino,106437.66666666667
188,20210204,DOM,KAROL G,latin,101381.0
189,20210204,DOM,Bad Bunny,trap latino,99541.0
190,20210204,DOM,Anuel AA,reggaeton flow,90594.0
191,20210204,DOM,Bad Bunny,reggaeton,85603.5
192,20210204,DOM,Jhay Cortez,reggaeton,85603.5
193,20210204,DOM,Juhn,reggaeton flow,77913.0
194,20210204,DOM,Rauw Alejandro,puerto rican pop,77136.16666666667
195,20210204,DOM,Bad Bunny,latin,68093.5
196,20210204,DOM,ROSALÍA,r&b en espanol,68093.5
197,20210204,DOM,Anuel AA,trap latino,49500.5
198,20210204,ECU,Bad Bunny,reggaeton,336213.0
199,20210204,ECU,KAROL G,reggaeton,312215.0
200,20210204,ECU,Boza,latin,252757.0
201,20210204,ECU,Camilo,colombian pop,221290.0
202,20210204,ECU,Bad Bunny,trap latino,189926.0
203,20210204,ECU,Jhay Cortez,latin,189926.0
204,20210204,ECU,Maluma,reggaeton colombiano,185083.0
205,20210204,ECU,Juhn,trap latino,164472.0
206,20210204,ECU,Myke Towers,reggaeton,164472.0
207,20210204,ECU,ROSALÍA,r&b en espanol,136013.0
208,20210204,ECU,Anuel AA,latin,105601.0
209,20210204,EGY,Hamza Namira,arab pop,72192.0
210,20210204,EGY,Masked Wolf,australian hip hop,66140.0
211,20210204,EGY,Ahmed Moza,mahraganat,64449.0
212,20210204,EGY,Wegz,egyptian hip hop,56424.0
213,20210204,EGY,Wegz,egyptian trap,48765.0
214,20210204,EGY,Shahyn,egyptian hip hop,41710.0
215,20210204,EGY,Marwan Moussa,egyptian hip hop,41260.0
216,20210204,EGY,3enba,mahraganat,34232.5
217,20210204,EGY,Double Zuksh,egyptian trap,34232.5
218,20210204,EGY,Al Nather,arabic hip hop,22785.0
219,20210204,EGY,Shabjdeed,palestinian hip hop,22785.0
220,20210204,ESP,Boza,trap latino,2027130.0
221,20210204,ESP,KAROL G,reggaeton colombiano,1692024.0
222,20210204,ESP,Juhn,latin,1469796.5
223,20210204,ESP,Myke Towers,trap latino,1469796.5
224,20210204,ESP,Bad Bunny,latin,1257392.5
225,20210204,ESP,Jhay Cortez,reggaeton,1257392.5
226,20210204,ESP,Anuel AA,reggaeton flow,1037268.5
227,20210204,ESP,Ozuna,trap latino,1037268.5
228,20210204,ESP,Jay Wheeler,reggaeton,987660.2666666666
229,20210204,ESP,Bad Bunny,trap latino,986258.0
230,20210204,ESP,ROSALÍA,r&b en espanol,986258.0
231,20210204,EST,Olivia Rodrigo,pop,40589.0
232,20210204,EST,nublu,estonian pop,30913.166666666668
233,20210204,EST,Doja Cat,pop,22914.0
234,20210204,EST,The Weeknd,pop,20513.0
235,20210204,EST,Tiësto,pop dance,18757.0
236,20210204,EST,The Kid LAROI,australian hip hop,18077.0
237,20210204,EST,Lil Nas X,lgbtq+ hip hop,16926.0
238,20210204,EST,Mikael Gabriel,finnish dance pop,15555.5
239,20210204,EST,gameboy tetris,estonian pop,15357.666666666668
240,20210204,EST,Raul Ojamaa,0,8462.0
241,20210204,EST,Buck Fuddi,0,6895.666666666667
242,20210204,FIN,Olivia Rodrigo,pop,370425.0
243,20210204,FIN,Nelli Matula,finnish dance pop,269450.0
244,20210204,FIN,VIIVI,finnish pop,257135.0
245,20210204,FIN,The Kid LAROI,australian hip hop,244824.0
246,20210204,FIN,Ilta,finnish dance pop,241483.0
247,20210204,FIN,The Weeknd,canadian pop,226504.0
248,20210204,FIN,costee,finnish dance pop,225370.0
249,20210204,FIN,BEHM,finnish dance pop,205743.0
250,20210204,FIN,Pandora,bubblegum dance,137682.0
251,20210204,FIN,Teflon Brothers,eurovision,137682.0
252,20210204,FIN,Clever,alabama rap,90902.5
253,20210204,FRA,Booba,old school rap francais,1891751.0
254,20210204,FRA,Olivia Rodrigo,pop,1288523.0
255,20210204,FRA,Eva,francoton,1253171.0
256,20210204,FRA,Ninho,french hip hop,1206338.0
257,20210204,FRA,Landy,pop urbaine,1140927.0
258,20210204,FRA,Jul,francoton,735658.1666666666
259,20210204,FRA,Angèle,variete francaise,669216.0
260,20210204,FRA,Dua Lipa,pop,669216.0
261,20210204,FRA,Black Eyed Peas,pop rap,605614.5
262,20210204,FRA,Shakira,colombian pop,605614.5
263,20210204,FRA,Bad Bunny,latin,604813.5
264,20210204,GBR,Olivia Rodrigo,pop,4095469.0
265,20210204,GBR,The Kid LAROI,australian hip hop,1843775.0
266,20210204,GBR,Doja Cat,pop,1476212.0
267,20210204,GBR,CJ,nyc rap,1385487.0
268,20210204,GBR,SZA,pop,1383646.0
269,20210204,GBR,Dave,uk hip hop,1101308.0
270,20210204,GBR,Fredo,uk hip hop,1101308.0
271,20210204,GBR,Dermot Kennedy,pop,703344.5
272,20210204,GBR,MEDUZA,edm,703344.5
273,20210204,GBR,Joel Corry,uk dance,628670.0
274,20210204,GBR,MNEK,uk dance,628670.0
275,20210204,GRC,Light,greek hip hop,332264.0
276,20210204,GRC,Hawk,greek hip hop,287975.0
277,20210204,GRC,Olivia Rodrigo,pop,113305.0
278,20210204,GRC,Mad Clip,greek trap,92447.0
279,20210204,GRC,Light,greek trap,80216.5
280,20210204,GRC,Hawk,greek trap,74466.5
281,20210204,GRC,VLOSPA,greek trap,50039.0
282,20210204,GRC,Mef,greek trap,46609.5
283,20210204,GRC,SNIK,greek trap,46609.5
284,20210204,GRC,Mad Clip,greek hip hop,28557.5
285,20210204,GRC,Sapranov,greek trap,28557.5
286,20210204,GTM,Bad Bunny,latin,306068.0
287,20210204,GTM,KAROL G,latin,287979.0
288,20210204,GTM,Boza,latin,214328.0
289,20210204,GTM,Maluma,trap latino,190610.0
290,20210204,GTM,Bad Bunny,reggaeton,179554.0
291,20210204,GTM,Jhay Cortez,trap latino,179554.0
292,20210204,GTM,Farruko,latin hip hop,175787.0
293,20210204,GTM,Rauw Alejandro,puerto rican pop,168194.33333333334
294,20210204,GTM,Juhn,latin,148870.0
295,20210204,GTM,Myke Towers,latin,148870.0
296,20210204,GTM,ROSALÍA,r&b en espanol,126975.0
297,20210204,HKG,Terence Lam,cantopop,494174.0
298,20210204,HKG,IU,k-pop,121594.0
299,20210204,HKG,Olivia Rodrigo,pop,120291.0
300,20210204,HKG,Crowd Lu,chinese indie,109826.0
301,20210204,HKG,Eason Chan,mandopop,105963.0
302,20210204,HKG,Dear Jane,cantopop,96240.0
303,20210204,HKG,Hins Cheung,cantopop,92775.0
304,20210204,HKG,Jace Chan,hk-pop,67317.0
305,20210204,HND,Bad Bunny,latin,140920.0
306,20210204,HND,Bad Bunny,reggaeton,114570.0
307,20210204,HND,KAROL G,latin,89805.0
308,20210204,HND,Boza,latin pop,68467.0
309,20210204,HND,Jhay Cortez,latin,66511.0
310,20210204,HND,Maluma,reggaeton colombiano,58519.0
311,20210204,HND,Farruko,latin,56518.0
312,20210204,HND,Juhn,latin,51621.5
313,20210204,HND,Myke Towers,reggaeton,51621.5
314,20210204,HND,ROSALÍA,r&b en espanol,48059.0
315,20210204,HND,Anuel AA,reggaeton flow,35730.0
316,20210204,HUN,Tiësto,dance pop,144480.0
317,20210204,HUN,Olivia Rodrigo,pop,130408.0
318,20210204,HUN,The Weeknd,pop,81359.0
319,20210204,HUN,CJ,nyc rap,76453.0
320,20210204,HUN,24kGoldn,pop rap,49968.0
321,20210204,HUN,iann dior,pop rap,49968.0
322,20210204,HUN,Joel Corry,uk dance,49589.5
323,20210204,HUN,MNEK,uk pop,49589.5
324,20210204,HUN,Dermot Kennedy,uk pop,49123.5
325,20210204,HUN,MEDUZA,pop house,49123.5
326,20210204,HUN,Azahriah,hungarian pop,41836.5
327,20210204,IDN,Nadin Amizah,indonesian pop,2056180.0
328,20210204,IDN,Pink Sweat$,chill r&b,1879693.0
329,20210204,IDN,GANGGA,indonesian singer-songwriter,1830981.0
330,20210204,IDN,Olivia Rodrigo,pop,1683991.0
331,20210204,IDN,Anneth,indonesian pop,1604224.0
332,20210204,IDN,Budi Doremi,indonesian pop,1424811.0
333,20210204,IDN,Sia,pop,1325495.0
334,20210204,IDN,Ariana Grande,pop,1067009.0
335,20210204,IDN,Conan Gray,bedroom pop,937048.0
336,20210204,IDN,Ardhito Pramono,indonesian pop,520465.0
337,20210204,IDN,Aurélie,0,520465.0
338,20210204,IND,Olivia Rodrigo,pop,1315221.0
339,20210204,IND,Harnoor,punjabi pop,1291449.0
340,20210204,IND,Kaka,desi pop,1137221.0
341,20210204,IND,BTS,k-pop,889046.0
342,20210204,IND,Asim Azhar,desi pop,625414.0
343,20210204,IND,Zenab Fatimah Sultan,0,625414.0
344,20210204,IND,Arijit Singh,filmi,578430.0
345,20210204,IND,Pritam,desi pop,578430.0
346,20210204,IND,Alka Yagnik,desi pop,542012.5
347,20210204,IND,Arijit Singh,modern bollywood,542012.5
348,20210204,IND,Anirudh Ravichander,tamil hip hop,443157.0
349,20210204,IRL,Olivia Rodrigo,pop,652325.0
350,20210204,IRL,Tiësto,brostep,294117.0
351,20210204,IRL,The Kid LAROI,australian hip hop,286308.0
352,20210204,IRL,Dermot Kennedy,folk-pop,225790.0
353,20210204,IRL,Shane Codd,house,205455.0
354,20210204,IRL,Doja Cat,dance pop,196194.0
355,20210204,IRL,SZA,r&b,190763.0
356,20210204,IRL,Dermot Kennedy,pop,149647.0
357,20210204,IRL,MEDUZA,tropical house,149647.0
358,20210204,IRL,DaBaby,rap,97943.0
359,20210204,IRL,Dua Lipa,uk pop,97943.0
360,20210204,ISL,BRÍET,icelandic singer-songwriter,69790.0
361,20210204,ISL,Friðrik Dór,icelandic pop,57705.0
362,20210204,ISL,Olivia Rodrigo,pop,54320.0
363,20210204,ISL,The Weeknd,canadian contemporary r&b,34136.0
364,20210204,ISL,SZA,pop,27933.0
365,20210204,ISL,GDRN,icelandic pop,25534.5
366,20210204,ISL,Jón Jónsson,icelandic pop,25534.5
367,20210204,ISL,The Kid LAROI,australian hip hop,25483.0
368,20210204,ISL,Birnir,icelandic pop,23217.0
369,20210204,ISL,Páll Óskar,icelandic pop,23217.0
370,20210204,ISL,Auður,icelandic pop,21694.0
371,20210204,ISR,Raviv Kaner,israeli pop,259063.0
372,20210204,ISR,Olivia Rodrigo,pop,113311.0
373,20210204,ISR,Eden Hason,israeli mediterranean,113310.0
374,20210204,ISR,Idan Rafael Haviv,israeli singer-songwriter,96615.0
375,20210204,ISR,The Weeknd,canadian pop,92339.0
376,20210204,ISR,Yuval Dayan,israeli pop,88320.0
377,20210204,ISR,The Weeknd,canadian contemporary r&b,80537.0
378,20210204,ISR,Eden Ben Zaken,israeli pop,40206.5
379,20210204,ISR,Nathan Goshen,israeli pop,40206.5
380,20210204,ISR,Don Toliver,rap,18886.5
381,20210204,ISR,Gunna,trap,18886.5
382,20210204,ITA,Gazzelle,italian indie pop,2488017.0
383,20210204,ITA,Pinguini Tattici Nucleari,italian indie pop,1844661.5
384,20210204,ITA,Capo Plaza,trap italiana,1660671.0
385,20210204,ITA,Capo Plaza,italian hip hop,1465413.0
386,20210204,ITA,sangiovanni,0,1312831.0
387,20210204,ITA,BLANCO,italian pop,754461.3333333334
388,20210204,ITA,MACE,italian indie pop,754461.3333333334
389,20210204,ITA,Salmo,italian underground hip hop,754461.3333333334
390,20210204,ITA,J Balvin,reggaeton,643135.0
391,20210204,ITA,Sfera Ebbasta,italian hip hop,643135.0
392,20210204,ITA,Ernia,italian indie pop,612207.5
393,20210204,JPN,YOASOBI,j-pop,3482769.0
394,20210204,JPN,Yuuri,japanese teen pop,2370885.0
395,20210204,JPN,BTS,k-pop,2230612.0
396,20210204,JPN,Ado,japanese teen pop,1732824.0
397,20210204,JPN,LiSA,anime,1594217.0
398,20210204,JPN,YOASOBI,japanese teen pop,1477703.0
399,20210204,JPN,Eve,anime,1391681.0
400,20210204,JPN,Masaki Suda,j-pop,1382012.0
401,20210204,JPN,HIRAIDAI,j-pop,1295444.0
402,20210204,KOR,BTS,k-pop boy group,331338.0
403,20210204,KOR,BTS,k-pop,52661.5
404,20210204,KOR,BLACKPINK,k-pop,42246.0
405,20210204,KOR,Halsey,dance pop,18167.5
406,20210204,LTU,THE ROOP,lithuanian pop,62240.0
407,20210204,LTU,Olivia Rodrigo,pop,46029.0
408,20210204,LTU,The Weeknd,pop,37748.0
409,20210204,LTU,Doja Cat,pop,33430.0
410,20210204,LTU,Tiësto,tropical house,29087.0
411,20210204,LTU,The Weeknd,canadian pop,22416.0
412,20210204,LTU,Gebrasy,eurovision,21715.0
413,20210204,LTU,Billie Eilish,pop,20705.0
414,20210204,LTU,SZA,pop,19316.0
415,20210204,LTU,Dermot Kennedy,pop,11744.0
416,20210204,LTU,MEDUZA,pop dance,11744.0
417,20210204,LUX,Olivia Rodrigo,pop,27883.0
418,20210204,LUX,CJ,nyc rap,14091.0
419,20210204,LUX,The Kid LAROI,australian hip hop,13400.0
420,20210204,LUX,Tiësto,big room,11998.0
421,20210204,LUX,The Weeknd,canadian contemporary r&b,10769.0
422,20210204,LUX,Tate McRae,pop,10692.0
423,20210204,LUX,The Weeknd,pop,10687.0
424,20210204,LUX,24kGoldn,pop rap,7382.0
425,20210204,LUX,iann dior,melodic rap,7382.0
426,20210204,LUX,Bad Bunny,reggaeton,6095.0
427,20210204,LUX,Jhay Cortez,reggaeton,6095.0
428,20210204,LVA,Olivia Rodrigo,pop,40611.0
429,20210204,LVA,Doja Cat,pop,27612.0
430,20210204,LVA,MORGENSHTERN,russian trap,20879.0
431,20210204,LVA,Tiësto,brostep,20806.0
432,20210204,LVA,The Weeknd,canadian contemporary r&b,19942.0
433,20210204,LVA,The Kid LAROI,australian hip hop,19574.0
434,20210204,LVA,CJ,nyc rap,18778.0
435,20210204,LVA,The Neighbourhood,pop,18400.0
436,20210204,LVA,24kGoldn,cali rap,8784.0
437,20210204,LVA,iann dior,melodic rap,8784.0
438,20210204,LVA,Don Toliver,pop,4687.25
439,20210204,MAR,Inkonnu,arabic hip hop,568477.5
440,20210204,MAR,ElGrandeToto,arabic hip hop,219308.0
441,20210204,MAR,Inkonnu,moroccan pop,132031.5
442,20210204,MAR,Smallx,moroccan pop,75365.0
443,20210204,MAR,Inkonnu,rap maroc,65112.5
444,20210204,MAR,Nouvo,rap maroc,65112.5
445,20210204,MAR,Asmae,rap maroc,56666.5
446,20210204,MAR,Hindi Zahra,0,53098.5
447,20210204,MAR,CKay,afro r&b,47651.5
448,20210204,MAR,ElGrandeToto,rap maroc,47651.5
449,20210204,MEX,KAROL G,reggaeton,5825470.0
450,20210204,MEX,Camilo,reggaeton colombiano,3757784.0
451,20210204,MEX,Maluma,trap latino,3343343.0
452,20210204,MEX,Boza,trap latino,3000071.0
453,20210204,MEX,Bad Bunny,reggaeton,2996074.5
454,20210204,MEX,Jhay Cortez,reggaeton,2996074.5
455,20210204,MEX,The Weeknd,pop,2381995.0
456,20210204,MEX,ROSALÍA,r&b en espanol,2213882.6
457,20210204,MEX,Juhn,latin,2135325.5
458,20210204,MEX,Myke Towers,trap latino,2135325.5
459,20210204,MEX,Bad Bunny,trap latino,1753448.0
460,20210204,MYS,Olivia Rodrigo,pop,433088.0
461,20210204,MYS,Pink Sweat$,bedroom soul,338307.0
462,20210204,MYS,BTS,k-pop,237447.0
463,20210204,MYS,IU,k-pop,224350.0
464,20210204,MYS,Conan Gray,bedroom pop,209965.0
465,20210204,MYS,Ariana Grande,pop,202494.0
466,20210204,MYS,Haqiem Rusli,malaysian pop,200313.0
467,20210204,MYS,Tate McRae,pop,195030.0
468,20210204,MYS,BTS,k-pop boy group,188926.0
469,20210204,MYS,The Weeknd,canadian contemporary r&b,185495.0
470,20210204,NIC,Bad Bunny,trap latino,95245.0
471,20210204,NIC,KAROL G,reggaeton colombiano,45741.0
472,20210204,NIC,Boza,trap latino,37401.0
473,20210204,NIC,Jhay Cortez,reggaeton,35742.0
474,20210204,NIC,Bad Bunny,latin,33401.0
475,20210204,NIC,Maluma,reggaeton colombiano,32846.0
476,20210204,NIC,Farruko,reggaeton,31304.0
477,20210204,NIC,Juhn,reggaeton flow,25315.0
478,20210204,NIC,Myke Towers,reggaeton,25315.0
479,20210204,NIC,ROSALÍA,r&b en espanol,23509.0
480,20210204,NIC,Anuel AA,reggaeton,16205.5
481,20210204,NLD,Olivia Rodrigo,pop,1968138.0
482,20210204,NLD,The Kid LAROI,australian hip hop,1209165.0
483,20210204,NLD,Tiësto,house,1123151.0
484,20210204,NLD,Justin Bieber,pop,834628.0
485,20210204,NLD,HVME,slap house,830951.0
486,20210204,NLD,Jaap Reesema,dutch pop,591276.0
487,20210204,NLD,Pommelien Thijs,0,591276.0
488,20210204,NLD,Jason Derulo,pop,447393.5
489,20210204,NLD,Nuka,0,447393.5
490,20210204,NLD,KIDDO,scandipop,446741.0
491,20210204,NLD,Robin Schulz,edm,446741.0
492,20210204,NOR,The Kid LAROI,australian hip hop,1023896.0
493,20210204,NOR,Olivia Rodrigo,pop,960913.0
494,20210204,NOR,Maria Mena,norwegian pop,622727.5
495,20210204,NOR,TIX,eurovision,450174.0
496,20210204,NOR,The Weeknd,canadian pop,427914.0
497,20210204,NOR,Hver gang vi møtes,norwegian indie,404638.5
498,20210204,NOR,Justin Bieber,pop,387456.0
499,20210204,NOR,Hver gang vi møtes,nordnorsk musikk,218089.0
500,20210204,NOR,24kGoldn,pop rap,195188.5
501,20210204,NOR,iann dior,melodic rap,195188.5
502,20210204,NOR,Alan Walker,electro house,190449.0
